age,gender,state_of_origin,distance_from_home_km,marital_status,has_children,admission_score,secondary_school_type,secondary_cgpa,year_of_study,current_cgpa,course_load_per_semester,attendance_percentage,number_of_failed_courses,number_of_repeated_courses,semester_gpa_trend,department,program_difficulty,scholarship_status,family_income_level,fee_payment_status,has_part_time_job,receives_allowance,financial_stress_level,library_visits_per_week,online_platform_usage_hours,participation_in_clubs,has_mentor,peer_study_groups,social_integration_score,accommodation_type,health_status,stress_level,received_academic_counseling,tutoring_sessions_attended,motivation_level,career_clarity,family_support,previous_warnings,probation_status,is_stem,will_dropout
16,Female,Ogun,547,Married,0,226,Public,3.04,5,2.43,17,58,8,7,Stable,Arts,High,None,Medium,Partially_Paid,0,1,Low,10,6,0,1,1,5,Campus_Hostel,Excellent,High,0,17,Low,Very_Unclear,Very_Low,0,1,0,1
16,Female,Rivers,652,Single,0,215,Private,3.54,1,2.48,25,96,4,5,Stable,Business_Admin,Moderate,Partial,High,Partially_Paid,0,0,Low,3,17,1,0,0,9,Living_with_Family,Excellent,Moderate,0,0,High,Unclear,Moderate,0,0,0,1
20,Male,Kano,392,Single,0,202,Public,3.44,4,4.4,26,30,7,3,Improving,Medicine,Moderate,None,Medium,Fully_Paid,0,1,Low,6,18,0,1,0,7,Off_Campus,Poor,Moderate,0,2,Moderate,Very_Clear,Moderate,0,0,1,0
22,Male,Oyo,113,Single,0,186,Public,3.68,5,3.33,27,53,12,0,Stable,Education,High,None,Medium,Partially_Paid,0,0,Moderate,6,26,0,0,1,4,Off_Campus,Excellent,Moderate,1,1,Low,Somewhat_Clear,Moderate,3,0,0,0
22,Female,Katsina,237,Single,0,184,Private,3.35,3,3.22,28,62,2,3,Stable,Science,Moderate,None,Low,Partially_Paid,1,1,High,10,1,1,0,0,1,Living_with_Family,Good,High,1,14,Low,Clear,Very_Low,1,0,1,0
26,Female,Delta,292,Single,0,180,Public,2.43,1,3.27,13,62,9,1,Stable,Business_Admin,High,Partial,Medium,Partially_Paid,0,0,Low,0,10,1,0,0,9,Campus_Hostel,Good,Moderate,1,12,High,Somewhat_Clear,Low,2,0,0,0
27,Female,Kaduna,272,Single,0,296,Public,2.45,3,4.74,22,86,10,1,Stable,Business_Admin,Very_High,Partial,Low,Partially_Paid,0,0,Moderate,3,19,1,0,0,2,Private_Hostel,Poor,High,1,18,Moderate,Somewhat_Clear,Low,4,1,0,0
21,Male,Lagos,290,Single,0,326,Private,4.15,3,4.13,28,49,2,3,Stable,Environmental_Studies,High,None,Low,Partially_Paid,0,0,High,6,2,1,1,1,9,Off_Campus,Poor,Moderate,1,5,Moderate,Very_Unclear,High,0,0,0,0
24,Male,Anambra,461,Single,0,247,Public,3.14,1,4.54,19,56,4,2,Declining,Social_Sciences,High,None,Low,Partially_Paid,1,0,High,12,6,0,1,1,2,Off_Campus,Fair,High,0,9,Very_Low,Unclear,Low,2,0,0,0
20,Female,Imo,459,Single,1,317,Public,4.88,4,4.28,15,94,4,2,Stable,Business_Admin,High,None,Medium,Fully_Paid,1,1,Moderate,2,10,1,1,0,4,Private_Hostel,Good,Moderate,1,13,High,Clear,High,4,0,0,0
20,Female,Imo,734,Single,0,257,Public,3.96,4,4.59,28,35,5,2,Declining,Business_Admin,Moderate,None,Low,Fully_Paid,0,1,Low,4,3,1,1,1,5,Campus_Hostel,Good,High,0,2,High,Very_Unclear,Moderate,3,1,0,0
22,Female,Oyo,190,Single,0,247,Public,2.78,1,3.06,27,39,5,6,Stable,Arts,High,None,Medium,Fully_Paid,0,1,Low,4,6,0,0,1,5,Off_Campus,Good,High,0,10,Very_High,Clear,Moderate,3,0,0,0
25,Female,Rivers,39,Single,0,244,Private,3.86,1,4.68,28,88,10,3,Improving,Agriculture,Moderate,None,Low,Partially_Paid,1,0,Very_High,11,26,1,1,0,1,Off_Campus,Excellent,High,0,1,Low,Unclear,High,3,0,0,0
23,Male,Oyo,159,Single,0,273,Private,4.76,2,3.52,21,93,1,7,Improving,Business_Admin,High,None,Medium,Owing,0,1,Moderate,9,9,1,0,0,9,Off_Campus,Good,Moderate,1,19,Very_Low,Clear,High,3,0,0,0
27,Male,Ogun,601,Single,0,337,Public,4.06,1,1.81,25,88,2,6,Declining,Social_Sciences,Moderate,None,High,Partially_Paid,0,0,High,14,29,0,0,1,1,Living_with_Family,Fair,Moderate,1,15,Moderate,Very_Unclear,High,3,0,0,1
25,Male,Oyo,379,Single,0,273,Public,2.79,1,1.7,13,52,4,6,Improving,Arts,Very_High,Full,High,Fully_Paid,0,1,Low,4,27,0,0,0,7,Private_Hostel,Good,Moderate,0,3,High,Unclear,High,2,0,0,1
16,Female,Ogun,567,Single,0,336,Private,4.46,4,2.69,15,35,3,1,Declining,Engineering,Very_High,Full,Low,Fully_Paid,1,1,Moderate,10,18,0,1,0,7,Private_Hostel,Good,Moderate,0,0,Moderate,Unclear,Moderate,3,0,1,0
25,Female,Anambra,544,Single,0,303,Private,2.03,1,4.17,21,74,8,5,Stable,Law,Moderate,Partial,High,Partially_Paid,0,1,High,14,5,0,0,0,4,Campus_Hostel,Good,High,1,5,High,Somewhat_Clear,Low,4,0,0,0
18,Female,Oyo,40,Single,0,335,Private,4.19,2,2.16,13,38,0,1,Stable,Arts,Very_High,None,Low,Fully_Paid,1,1,Moderate,3,27,0,0,0,1,Campus_Hostel,Poor,Very_High,1,6,Very_Low,Very_Unclear,High,1,0,0,0
16,Female,Edo,138,Single,0,221,Private,2.74,1,4.77,12,99,14,4,Improving,Medicine,High,None,High,Fully_Paid,0,1,Moderate,0,9,0,1,1,9,Campus_Hostel,Fair,Moderate,1,5,Moderate,Unclear,High,3,0,1,0
22,Female,Edo,302,Single,0,248,Public,3.69,2,4.46,15,76,5,4,Stable,Agriculture,Moderate,None,Medium,Owing,1,1,Moderate,0,18,1,0,1,9,Off_Campus,Excellent,Moderate,0,4,Very_Low,Very_Clear,High,3,0,0,0
27,Female,Kaduna,280,Married,0,246,Public,3.3,3,1.99,26,36,4,6,Stable,Business_Admin,High,None,Low,Partially_Paid,0,1,Moderate,6,27,1,0,1,1,Off_Campus,Poor,Low,1,3,Very_High,Clear,Moderate,1,0,0,1
18,Male,Katsina,762,Single,0,187,Private,2.7,3,3.4,12,67,0,0,Declining,Science,Moderate,Partial,Medium,Fully_Paid,1,1,High,12,9,0,1,1,5,Off_Campus,Good,Moderate,0,18,High,Clear,Low,3,0,1,0
17,Male,Delta,373,Single,0,228,Private,4.95,5,3.41,17,74,2,0,Improving,Law,Moderate,Partial,Medium,Owing,1,1,Moderate,9,18,1,0,0,8,Off_Campus,Excellent,Moderate,1,9,Moderate,Unclear,Moderate,4,0,0,0
22,Male,Kaduna,583,Single,0,218,Private,4.38,1,4.72,15,95,4,6,Improving,Science,Low,Partial,Medium,Partially_Paid,1,0,Low,7,8,1,0,1,8,Campus_Hostel,Good,Moderate,0,17,Moderate,Unclear,Moderate,3,0,1,0
17,Male,Ekiti,657,Single,0,291,Public,4.68,1,2.27,18,91,9,3,Improving,Social_Sciences,Moderate,Partial,Medium,Owing,0,0,Moderate,9,6,1,0,1,2,Living_with_Family,Good,Moderate,0,1,High,Very_Unclear,Moderate,4,1,0,1
25,Male,Enugu,196,Single,0,217,Private,4.5,4,2.61,20,61,7,5,Declining,Medicine,Moderate,Partial,Low,Owing,0,1,High,3,19,1,0,1,6,Off_Campus,Good,Very_High,1,3,High,Clear,Moderate,3,1,1,1
18,Female,Lagos,252,Single,1,266,Public,2.63,2,2.52,20,42,14,0,Improving,Science,Moderate,None,Low,Fully_Paid,0,1,High,5,29,0,0,1,5,Living_with_Family,Good,Very_High,0,2,Moderate,Somewhat_Clear,Very_High,3,0,1,1
25,Female,Borno,707,Single,0,236,Private,2.1,2,1.67,19,75,4,1,Declining,Business_Admin,Moderate,Partial,Medium,Fully_Paid,0,1,Low,6,10,0,0,0,4,Off_Campus,Good,Moderate,0,6,Moderate,Unclear,High,1,0,0,1
25,Male,Ekiti,703,Single,0,334,Private,4.02,4,3.03,22,83,12,3,Stable,Law,Moderate,None,Medium,Owing,1,1,Low,8,18,1,1,0,5,Off_Campus,Good,Moderate,1,7,Very_High,Somewhat_Clear,Moderate,4,0,0,1
20,Male,Oyo,665,Single,0,272,Private,4.82,1,2.29,21,86,6,5,Declining,Arts,High,Full,Medium,Partially_Paid,0,1,High,9,16,1,0,1,8,Off_Campus,Poor,Very_High,1,19,Moderate,Somewhat_Clear,Very_High,0,0,0,1
24,Female,Borno,561,Married,0,198,Private,2.16,1,3.34,20,73,1,0,Stable,Social_Sciences,Low,Full,Low,Partially_Paid,1,1,High,9,18,1,1,0,2,Campus_Hostel,Good,Very_High,0,9,Moderate,Somewhat_Clear,High,3,0,0,0
16,Male,Lagos,109,Single,0,235,Public,3.04,3,2.65,29,57,6,6,Stable,Law,Moderate,None,Low,Owing,0,1,Low,6,22,0,0,0,6,Campus_Hostel,Poor,High,0,13,Moderate,Unclear,Very_Low,2,0,0,1
19,Female,Katsina,16,Single,0,279,Public,4.1,3,4.98,15,32,4,1,Stable,Arts,High,Partial,Low,Owing,1,0,Moderate,7,19,1,0,0,7,Private_Hostel,Fair,Moderate,0,4,Low,Somewhat_Clear,Very_High,4,0,0,0
17,Male,Imo,120,Single,0,273,Public,3.84,3,1.71,12,87,0,6,Improving,Environmental_Studies,Moderate,Partial,Low,Owing,1,0,High,1,21,0,0,1,2,Living_with_Family,Good,Moderate,0,19,Moderate,Somewhat_Clear,High,2,0,0,1
20,Male,Anambra,746,Single,0,269,Public,3.53,3,3.07,20,55,14,1,Improving,Agriculture,Moderate,Full,Low,Partially_Paid,0,0,High,8,1,1,0,0,6,Living_with_Family,Good,Moderate,1,3,Very_Low,Somewhat_Clear,Moderate,2,0,0,1
27,Male,Imo,490,Single,0,229,Private,3.87,4,3.83,13,69,1,2,Stable,Medicine,High,Partial,Medium,Fully_Paid,0,0,Moderate,7,3,1,0,0,5,Campus_Hostel,Excellent,Low,1,10,Very_High,Somewhat_Clear,Moderate,0,0,1,0
21,Female,Imo,508,Single,0,292,Public,4.87,2,4.33,27,31,9,3,Declining,Arts,Very_High,Partial,Medium,Owing,1,1,Moderate,10,4,0,0,0,7,Campus_Hostel,Poor,Moderate,1,4,Moderate,Clear,High,1,1,0,1
19,Female,Ogun,353,Single,0,288,Public,3.33,1,1.61,23,70,1,4,Declining,Social_Sciences,Moderate,None,Low,Fully_Paid,1,1,Low,0,12,1,1,1,3,Campus_Hostel,Fair,Low,1,15,High,Somewhat_Clear,High,1,0,0,1
18,Female,Imo,112,Single,0,277,Public,2.92,2,2.76,15,61,3,7,Declining,Engineering,High,Partial,Medium,Partially_Paid,0,1,High,13,8,1,0,1,6,Campus_Hostel,Good,Very_High,1,18,Very_High,Somewhat_Clear,Low,2,1,1,1
20,Male,Borno,426,Married,0,326,Public,4.49,2,2.24,13,34,13,2,Declining,Engineering,Moderate,Partial,Medium,Partially_Paid,1,0,Low,14,18,1,0,0,9,Living_with_Family,Good,Moderate,0,17,Very_Low,Somewhat_Clear,High,3,0,1,1
19,Male,Imo,425,Single,0,234,Public,2.08,2,3.43,17,45,1,7,Stable,Social_Sciences,High,None,High,Fully_Paid,0,1,Moderate,4,8,0,0,0,1,Living_with_Family,Good,High,0,5,High,Somewhat_Clear,High,1,0,0,0
21,Male,Kaduna,500,Married,0,258,Private,4.47,1,4.78,23,51,6,1,Improving,Law,Moderate,None,High,Owing,0,0,Moderate,3,15,1,0,1,1,Off_Campus,Good,Moderate,0,9,Moderate,Somewhat_Clear,Very_Low,1,0,0,0
24,Female,Cross_River,176,Single,0,248,Public,3.41,4,1.53,13,43,4,3,Stable,Science,High,Partial,Low,Owing,0,1,High,11,13,1,0,0,7,Campus_Hostel,Good,Moderate,0,12,Moderate,Unclear,Moderate,4,0,1,1
25,Male,Delta,228,Single,0,253,Public,3.59,1,4.55,12,78,8,3,Stable,Education,Very_High,Partial,Low,Owing,0,1,High,13,8,0,1,0,5,Living_with_Family,Poor,High,0,5,Very_Low,Somewhat_Clear,Moderate,4,0,0,0
16,Male,Ekiti,417,Single,0,333,Public,2.46,1,3.65,13,63,7,7,Stable,Arts,Very_High,Full,Medium,Owing,0,1,Very_High,2,20,1,0,0,7,Campus_Hostel,Good,Very_High,1,18,Moderate,Somewhat_Clear,Very_Low,1,0,0,1
26,Female,Lagos,740,Single,0,245,Public,4.52,4,3.08,18,97,8,6,Stable,Business_Admin,Very_High,None,High,Owing,0,1,Low,8,7,1,0,1,2,Off_Campus,Excellent,High,1,12,High,Somewhat_Clear,Very_Low,3,0,0,1
22,Female,Ekiti,189,Married,0,238,Private,2.91,5,1.89,15,56,12,6,Improving,Engineering,Moderate,None,Medium,Owing,0,1,Moderate,12,17,0,1,1,5,Campus_Hostel,Excellent,Low,0,0,Moderate,Unclear,Low,3,1,1,1
25,Female,Enugu,393,Single,0,204,Public,3.58,4,1.75,14,77,3,4,Improving,Education,High,Full,Medium,Fully_Paid,0,0,Very_High,0,24,1,0,1,2,Off_Campus,Good,Moderate,0,18,Moderate,Very_Clear,High,2,0,0,1
24,Male,Cross_River,490,Married,0,248,Public,2.87,2,2.71,12,75,3,0,Improving,Law,High,Partial,Low,Partially_Paid,1,1,High,10,8,1,0,0,6,Campus_Hostel,Good,Moderate,0,14,Low,Somewhat_Clear,Very_Low,0,0,0,1
17,Male,Kano,644,Single,0,329,Private,4.65,4,4.77,18,68,7,7,Improving,Education,Moderate,None,Low,Fully_Paid,1,0,Low,13,0,0,0,0,1,Living_with_Family,Good,High,0,13,Low,Unclear,Moderate,0,1,0,0
26,Male,Kano,765,Single,0,233,Private,2.4,1,4.91,21,51,4,0,Improving,Agriculture,High,None,Low,Fully_Paid,1,0,Moderate,13,26,1,1,1,7,Campus_Hostel,Fair,High,0,17,Moderate,Somewhat_Clear,Moderate,3,0,0,0
19,Female,Ekiti,796,Married,0,228,Private,4.65,5,3.58,17,85,9,3,Improving,Social_Sciences,Very_High,None,Low,Fully_Paid,0,1,High,8,22,0,1,0,6,Private_Hostel,Good,Very_High,0,11,High,Very_Unclear,High,0,0,0,0
23,Female,Kano,111,Single,1,198,Public,2.36,2,1.8,28,86,13,6,Stable,Engineering,Moderate,Partial,Low,Owing,0,1,Low,1,14,0,0,0,2,Off_Campus,Poor,Moderate,1,16,High,Somewhat_Clear,Moderate,4,1,1,1
16,Male,Ogun,522,Single,0,291,Public,4.15,2,1.62,26,72,5,3,Improving,Business_Admin,High,None,Low,Fully_Paid,0,0,Low,0,17,1,1,0,5,Campus_Hostel,Good,Low,0,3,Moderate,Unclear,Very_High,0,0,0,0
18,Female,Lagos,153,Single,0,273,Public,2.58,1,4.33,23,58,3,6,Improving,Social_Sciences,Low,Full,Low,Owing,0,1,Very_High,11,12,0,1,0,4,Campus_Hostel,Fair,Low,0,6,Moderate,Somewhat_Clear,Moderate,2,0,0,0
27,Male,Delta,162,Single,0,270,Public,3.51,3,2.27,26,44,4,6,Declining,Education,High,None,Low,Fully_Paid,1,0,High,14,16,1,1,0,1,Campus_Hostel,Poor,Moderate,0,12,Low,Clear,Very_High,3,0,0,1
23,Female,Ekiti,30,Single,0,321,Public,4.22,1,1.75,14,51,5,6,Stable,Business_Admin,High,None,Medium,Partially_Paid,0,1,High,3,4,0,1,0,9,Campus_Hostel,Excellent,High,0,16,Moderate,Clear,High,0,0,0,1
16,Female,Imo,210,Single,1,189,Public,3.26,1,4.3,28,64,8,7,Declining,Education,High,Partial,Medium,Partially_Paid,0,1,High,11,11,1,0,1,7,Off_Campus,Excellent,Very_High,0,7,High,Unclear,Very_Low,2,0,0,0
24,Male,Cross_River,282,Single,0,200,Public,4.36,5,3.56,15,65,1,6,Declining,Education,High,None,Medium,Owing,1,1,Moderate,3,22,1,0,0,8,Campus_Hostel,Fair,High,0,7,High,Clear,High,3,0,0,0
27,Male,Cross_River,471,Single,0,335,Public,4.51,2,2.22,17,47,10,1,Declining,Arts,High,None,High,Owing,1,1,Moderate,5,12,1,0,0,6,Off_Campus,Fair,High,0,11,High,Clear,Moderate,0,0,0,1
16,Male,Edo,770,Single,0,222,Public,2.63,2,3.45,28,48,1,6,Stable,Medicine,High,Full,Medium,Owing,1,1,Low,7,12,1,0,0,5,Off_Campus,Fair,Low,1,2,Very_High,Clear,High,2,1,1,0
24,Female,Cross_River,342,Single,0,298,Public,3.84,5,3.14,16,37,1,1,Declining,Agriculture,Moderate,Partial,Low,Fully_Paid,0,1,Moderate,5,9,1,0,0,4,Living_with_Family,Fair,High,0,11,Low,Unclear,Low,3,0,0,0
20,Male,Ekiti,223,Single,0,197,Private,2.85,4,2.76,24,80,8,6,Improving,Medicine,Very_High,None,High,Partially_Paid,1,1,Moderate,12,22,1,0,0,5,Living_with_Family,Poor,Moderate,0,11,High,Somewhat_Clear,Very_High,4,1,1,1
27,Male,Katsina,359,Single,0,183,Public,4.74,2,2.39,29,91,1,6,Stable,Science,Moderate,None,High,Partially_Paid,0,1,Moderate,0,25,1,0,0,7,Off_Campus,Excellent,High,0,18,Very_High,Unclear,High,2,0,1,0
25,Male,Enugu,550,Single,0,204,Public,4.02,3,3.23,26,96,2,7,Declining,Arts,Moderate,None,Medium,Partially_Paid,0,1,Low,6,10,0,0,1,3,Campus_Hostel,Good,High,1,13,High,Clear,Moderate,2,0,0,0
24,Male,Edo,544,Single,0,335,Public,2.95,2,1.57,27,41,4,4,Improving,Social_Sciences,Moderate,None,Medium,Partially_Paid,0,0,Low,14,0,0,1,0,3,Campus_Hostel,Excellent,Moderate,0,10,High,Somewhat_Clear,High,3,1,0,1
25,Male,Imo,710,Single,0,233,Private,4.95,4,3.5,20,58,10,5,Stable,Agriculture,Moderate,Partial,Low,Fully_Paid,1,1,High,11,20,1,0,0,1,Off_Campus,Fair,High,0,8,Low,Clear,Very_Low,0,0,0,1
27,Female,Delta,360,Single,0,342,Private,2.73,4,1.73,12,91,10,6,Stable,Law,Low,Partial,Medium,Owing,1,1,High,14,2,1,0,0,9,Living_with_Family,Good,Very_High,1,15,High,Clear,Low,3,0,0,1
16,Female,Kaduna,572,Single,0,320,Public,3.49,2,1.67,22,62,2,6,Improving,Medicine,High,None,Low,Fully_Paid,0,1,Moderate,2,3,1,0,1,3,Private_Hostel,Fair,High,1,12,Moderate,Somewhat_Clear,Very_High,2,0,1,0
27,Female,Borno,788,Single,0,257,Public,4.24,1,3.22,15,39,6,6,Improving,Environmental_Studies,Moderate,None,Medium,Partially_Paid,0,0,Moderate,14,15,1,0,0,5,Campus_Hostel,Poor,High,0,18,Very_Low,Clear,High,2,0,0,0
24,Female,Edo,396,Single,0,238,Private,3.31,2,3.16,13,90,3,0,Stable,Social_Sciences,High,None,Medium,Fully_Paid,1,1,Low,4,6,1,0,1,3,Off_Campus,Good,Moderate,0,2,Moderate,Somewhat_Clear,Low,0,0,0,0
24,Male,Oyo,768,Single,0,196,Public,2.6,5,2.43,25,37,3,6,Stable,Business_Admin,High,None,High,Owing,0,1,Moderate,6,18,1,0,0,2,Campus_Hostel,Fair,Very_High,0,1,Moderate,Unclear,Moderate,0,0,0,1
17,Male,Ekiti,29,Single,0,313,Public,4.76,3,3.66,13,62,7,0,Declining,Engineering,Very_High,None,Low,Fully_Paid,1,1,Moderate,9,26,1,0,0,2,Off_Campus,Poor,High,0,14,Low,Clear,Moderate,3,0,1,0
27,Male,Imo,438,Single,0,273,Public,4.24,2,2.61,22,67,14,5,Improving,Engineering,High,None,Medium,Partially_Paid,1,0,High,10,29,1,1,0,5,Living_with_Family,Poor,Moderate,0,5,High,Somewhat_Clear,Very_High,3,0,1,1
27,Male,Imo,636,Single,1,324,Public,2.37,1,1.98,12,58,2,1,Improving,Science,High,None,Low,Partially_Paid,0,1,Moderate,5,4,0,0,1,2,Off_Campus,Good,Moderate,0,11,Very_High,Somewhat_Clear,Moderate,0,0,1,1
18,Male,Katsina,687,Single,0,233,Private,4.53,3,2.14,28,44,8,5,Stable,Law,Moderate,Full,Medium,Fully_Paid,0,0,Very_High,3,23,0,1,0,4,Campus_Hostel,Good,High,1,7,High,Clear,High,1,0,0,1
25,Male,Katsina,779,Single,0,300,Private,4.06,2,3.63,19,44,5,3,Improving,Science,Very_High,None,Medium,Fully_Paid,0,1,Low,12,20,1,0,1,1,Off_Campus,Poor,Moderate,0,18,High,Very_Clear,Low,4,0,1,0
21,Female,Edo,770,Single,0,212,Private,3.96,2,3.76,12,70,0,5,Improving,Social_Sciences,Very_High,None,Low,Fully_Paid,0,0,High,14,17,1,0,0,3,Off_Campus,Good,High,1,7,Moderate,Clear,Low,4,1,0,1
25,Male,Anambra,319,Single,1,280,Public,3.97,4,2.66,14,36,1,7,Stable,Science,Very_High,None,Medium,Fully_Paid,0,1,Low,11,12,1,1,0,7,Campus_Hostel,Fair,Very_High,0,17,Moderate,Clear,Low,1,0,1,0
19,Male,Cross_River,786,Single,0,326,Public,4.49,3,4.37,13,58,7,3,Stable,Education,Very_High,None,Low,Owing,0,1,Moderate,5,3,0,0,1,9,Campus_Hostel,Poor,High,0,9,Moderate,Very_Clear,Moderate,4,0,0,0
17,Male,Rivers,793,Single,0,323,Public,2.19,2,4.6,15,42,0,0,Improving,Education,Moderate,Full,Low,Fully_Paid,1,1,Low,4,25,0,0,0,2,Living_with_Family,Fair,Low,0,14,Low,Very_Unclear,High,4,0,0,0
17,Female,Borno,277,Single,0,210,Private,4.76,1,2.53,29,88,4,5,Improving,Education,Moderate,None,Low,Partially_Paid,1,0,Moderate,5,8,0,0,1,2,Living_with_Family,Good,High,0,12,Moderate,Very_Clear,Very_Low,3,0,0,0
25,Female,Katsina,773,Single,0,290,Private,4.0,1,4.86,23,75,5,0,Declining,Social_Sciences,Very_High,None,Medium,Owing,1,1,Moderate,11,17,0,1,1,7,Off_Campus,Good,Low,0,7,High,Clear,Moderate,3,0,0,0
23,Male,Edo,564,Single,0,337,Public,2.02,4,1.77,21,43,0,7,Improving,Engineering,Moderate,None,Medium,Owing,1,0,High,1,29,0,0,1,7,Living_with_Family,Good,Very_High,0,14,Low,Somewhat_Clear,Moderate,1,0,1,1
16,Male,Edo,257,Single,1,272,Private,2.94,2,2.1,21,75,3,0,Stable,Education,Very_High,None,Medium,Owing,1,1,Moderate,1,15,0,0,0,5,Off_Campus,Good,Moderate,0,1,High,Clear,Low,4,0,0,1
16,Female,Ekiti,306,Single,0,196,Public,3.62,1,2.88,23,45,7,4,Stable,Agriculture,Very_High,None,Low,Owing,1,1,High,11,20,1,0,1,5,Off_Campus,Good,High,1,3,Moderate,Very_Clear,Moderate,1,0,0,1
26,Male,Enugu,482,Single,0,226,Private,2.85,3,2.81,27,55,14,2,Declining,Science,Moderate,Partial,Medium,Fully_Paid,0,1,Low,10,29,0,0,0,3,Off_Campus,Good,High,0,0,High,Somewhat_Clear,Moderate,4,0,1,1
18,Male,Lagos,617,Single,0,283,Private,4.35,2,4.85,22,48,11,1,Improving,Law,High,None,Low,Partially_Paid,1,0,Moderate,11,28,0,0,1,2,Off_Campus,Good,High,0,17,High,Somewhat_Clear,High,3,0,0,0
18,Male,Ogun,703,Single,0,255,Private,2.61,1,3.15,25,58,1,1,Improving,Medicine,Very_High,Partial,Medium,Partially_Paid,0,1,High,4,2,1,1,0,5,Off_Campus,Good,Low,0,16,High,Very_Clear,High,1,0,1,0
17,Female,Anambra,279,Single,0,267,Public,2.12,3,4.27,21,39,10,7,Declining,Arts,Moderate,None,Medium,Fully_Paid,1,1,Very_High,1,17,0,0,1,1,Campus_Hostel,Fair,Moderate,0,1,Moderate,Clear,High,3,0,0,0
27,Male,Borno,48,Single,0,197,Public,2.27,1,4.78,18,91,12,4,Stable,Environmental_Studies,Low,Partial,High,Owing,0,1,High,12,9,0,1,0,5,Private_Hostel,Good,Moderate,0,15,High,Somewhat_Clear,Low,3,0,0,1
25,Male,Ogun,674,Single,1,321,Public,3.35,4,3.38,18,70,3,7,Improving,Agriculture,Moderate,Partial,Medium,Partially_Paid,1,1,Very_High,4,26,0,0,0,7,Off_Campus,Fair,High,0,10,Very_High,Very_Unclear,Very_High,0,0,0,0
22,Female,Lagos,723,Married,0,349,Public,2.18,1,3.11,29,63,6,1,Stable,Arts,Very_High,Partial,Low,Partially_Paid,1,1,Moderate,13,0,0,0,0,3,Campus_Hostel,Fair,Moderate,0,15,High,Very_Unclear,High,2,0,0,0
18,Male,Rivers,266,Married,1,182,Public,2.09,2,3.36,19,92,2,3,Stable,Science,Low,Partial,Medium,Partially_Paid,0,1,Moderate,6,7,0,0,1,2,Campus_Hostel,Good,Moderate,0,6,Moderate,Somewhat_Clear,Very_High,1,0,1,0
22,Female,Ekiti,129,Single,0,319,Public,4.34,2,4.59,20,78,6,4,Stable,Education,High,Full,Medium,Partially_Paid,0,1,Moderate,2,14,0,1,0,9,Campus_Hostel,Excellent,Very_High,1,14,High,Somewhat_Clear,Very_High,4,0,0,0
22,Male,Lagos,227,Single,0,253,Public,2.88,5,3.45,26,82,13,0,Improving,Medicine,Moderate,None,High,Partially_Paid,1,0,Low,11,18,0,0,0,6,Off_Campus,Fair,Moderate,1,7,High,Somewhat_Clear,High,2,0,1,0
20,Male,Enugu,56,Single,0,180,Public,3.16,4,2.49,16,96,9,5,Declining,Agriculture,Moderate,None,Low,Fully_Paid,0,0,High,7,13,0,1,0,3,Campus_Hostel,Good,Moderate,1,16,Very_High,Very_Clear,Moderate,2,0,0,1
17,Female,Borno,656,Single,0,217,Public,2.48,4,1.58,22,63,9,7,Improving,Law,Moderate,None,Low,Owing,1,1,High,4,15,0,0,0,2,Off_Campus,Excellent,Moderate,0,11,High,Somewhat_Clear,High,0,0,0,1
19,Male,Cross_River,196,Single,0,337,Public,4.41,1,2.96,14,88,6,0,Stable,Social_Sciences,High,None,Low,Fully_Paid,1,1,Moderate,3,11,0,0,0,5,Living_with_Family,Excellent,Very_High,0,17,Low,Very_Unclear,High,3,1,0,1
21,Male,Rivers,520,Single,0,197,Private,2.97,4,1.73,24,53,2,5,Stable,Education,High,None,High,Fully_Paid,0,0,Low,14,12,1,0,0,2,Living_with_Family,Good,Low,1,11,Moderate,Unclear,High,0,0,0,1
16,Female,Kaduna,390,Single,0,325,Private,4.43,1,4.74,12,86,4,0,Declining,Environmental_Studies,High,None,Low,Owing,0,1,Moderate,7,22,0,0,0,3,Living_with_Family,Poor,Very_High,1,1,Low,Somewhat_Clear,Low,0,0,0,0
18,Male,Kaduna,386,Single,1,180,Public,2.26,3,4.63,16,82,14,2,Improving,Education,Low,Partial,High,Fully_Paid,0,0,Low,7,15,0,1,0,5,Campus_Hostel,Fair,Low,1,10,High,Somewhat_Clear,Very_Low,1,0,0,0
20,Female,Ekiti,241,Single,0,282,Public,2.32,4,1.76,29,69,4,0,Improving,Law,Moderate,Partial,Medium,Fully_Paid,1,1,Moderate,4,12,0,1,0,2,Campus_Hostel,Excellent,High,0,6,Very_High,Somewhat_Clear,Moderate,3,0,0,1
19,Female,Katsina,222,Single,0,240,Public,3.6,3,4.05,28,43,6,2,Improving,Science,Moderate,None,Medium,Owing,1,1,Moderate,6,23,0,0,1,5,Off_Campus,Excellent,Low,0,14,High,Unclear,High,3,0,1,0
21,Female,Enugu,300,Single,1,230,Private,2.29,3,2.04,22,58,0,1,Stable,Business_Admin,Low,None,Medium,Partially_Paid,0,1,High,0,29,0,1,1,2,Off_Campus,Excellent,Moderate,0,13,Very_High,Clear,High,3,0,0,0
19,Female,Kaduna,462,Single,0,336,Public,3.96,3,4.27,26,31,8,3,Declining,Arts,Moderate,None,Low,Fully_Paid,1,1,Moderate,9,17,0,0,0,5,Living_with_Family,Good,Very_High,0,5,High,Clear,Very_Low,3,0,0,0
